sentence,label - Yingxian,label - Kai,agreed,label - Qingyi
"The manufacturing PMI showed a super-seasonal decline in May, breaking through the boom-bust line downwards. The PMI fell 0.9pct month-on-month to 49.5, falling out of the expansion range that had been in place for two months. From a seasonal perspective, the decline in manufacturing prosperity in May was significantly greater than the pre-epidemic level and the level in recent years: -0.17pct month-on-month in the same period from 2017 to 2019, -0.23pct month-on-month in the same period from 2020-2023 (excluding 2022), so the decline cannot be complete Explain with seasonality. In terms of contribution factors, the main drag on this period\'s data comes from production (contribution -0.525pct) and new orders (contribution -0.45pct), and the main contribution comes from distribution (contribution 0.045pct).",,,,
"A comprehensive fall in demand is the core feature of this month\'s data. Insufficient demand has led to a significant decline in production, and the gap between production and demand has narrowed. From the perspective of relative changes, production demand has weakened simultaneously, and the """"production-demand gap"""" has narrowed: on the one hand, new orders continue to shrink (-1.5pct), on the other hand, after the order peak, production declined significantly (-2.1pct), The """"production-demand gap"""" correspondingly narrowed by 0.6pct to 1.2pct. From an absolute level, production is still in the expansion range (50.8), but the """"three major demands"""": new orders (49.6), new export orders (-2.3pct to 48.3) and orders on hand (-0.3pct to 45.3) have all fell back into contraction territory.",,,,
"Inventory pressure fell, and costs pushed price indicators back up. In terms of inventory, as corporate production slows down, inventories of finished products and raw materials decline simultaneously. At the same time, price indicators recovered significantly, driven mainly by rising costs. The trend of bulk commodities has diverged. Non-ferrous metal and oil prices have fallen. However, the prices of agricultural, sideline, food and real estate chain-related raw materials have increased, driving input prices to rise sharply by 2.9pct to 56.9; ex-factory prices have also rebounded under cost pressure (+1.3pct to 56.9). 50.4), returning above the boom-bust line for the first time since September last year. It is worth reminding that when demand is insufficient, price increases driven by rising costs may cause two problems: First, companies cannot successfully transfer costs to consumers, leading to a worsening of the """"output-input gap"""" and suppressing corporate profits and Willingness to expand production in the future; second, passive upward price increases on the consumer side may further suppress demand. In terms of supply chain, the delivery timeliness fell slightly (-0.3pct to 50.1), which pushed the PMI in the opposite direction.",,,,
"Based on the above factors, the manufacturing industry is expected to continue to fall, and the prosperity of small businesses has declined significantly. In terms of expectations, as production and demand weaken simultaneously, manufacturing expectations have fallen for two consecutive months (-0.9pct to 54.3). In terms of size, the PMIs of enterprises of different sizes are obviously differentiated. Large enterprises are relatively stable, and their prosperity is rising against the trend (+0.4pct to 50.7); small and medium-sized enterprises have dropped significantly (medium-sized -1.3pct to 49.4, small-sized -3.6pct to 46.7). The """"difference between large and small enterprises"""" jumped from 0pct to 4pct. In terms of industries, 8 (50%) of the 16 industries are in the prosperous range. The performance of equipment (special equipment, general equipment, electrical machinery), chemicals (chemical fibers, chemical raw materials) and pharmaceuticals (pharmaceutical manufacturing) better.",,,,
"The Federal Reserve\'s interest rate meeting in June announced that it would maintain the target range of the federal benchmark interest rate at 5.25%-5.5%. The monthly reduction of U.S. Treasury bonds would fall from US$60 billion to US$25 billion, and the reduction of agency bonds and MBS would remain at US$35 billion. constant.",,,,
"1. This interest rate meeting is the seventh consecutive time that the Federal Reserve has suspended interest rate increases since September 2023, which is in line with market expectations. The dot plot in June raised the end point of the interest rate in 2024 to 4.9-5.4% (expected to be 4.4-5.4% in March), and at the same time raised the interest rate in 2025 to 4.1% (expected to be 3.9% in March), keeping the interest rate in 2026 at 3.1%. . With each rate cut expected to be 25bp, the Federal Reserve may only cut interest rates once in 2024, while the number of rate cuts expected at the beginning of the year was 3. This interest rate forecast is obviously hawkish.",,,,
"2. Compared with the May meeting, the statement of this meeting has little change, mainly adding the statement that """"inflation has made moderate progress toward the 2% target in recent months."""" Powell\'s speech after the press conference stated that although inflation is currently high, it has slowed substantially. Although the labor market is strong, it is also showing signs of cooling. However, the performance in May alone is not enough to support an interest rate cut. He reiterated that when the Fed first cut interest rates, The selection of points will also require continued observation of inflation and employment data.",,,,
3. This meeting released the latest economic forecast dot plot:,,,,
"The U.S. GDP growth forecast for the next three years remains unchanged. Among them, GDP growth is expected to be 2.1% in 2024, 2% in 2025, and 2% in 2026.",,,,
"The unemployment rate forecast for 2025 and 2026 is slightly raised, while the unemployment rate forecast for 2024 remains unchanged. Among them, the unemployment rate is expected to be 4% in 2024, 4.2% in 2025 (4.1% expected in March), and 4.1% in 2026 (4% expected in March).",,,,
"The inflation expectations for 2024 and 2025 were raised, while the inflation expectations for 2026 were kept unchanged. Among them, the inflation expectation in 2024 is 2.6% (2.4% expected in March), the inflation expectation in 2025 is 2.3% (2.2% expected in March), and the inflation expectation in 2026 remains unchanged at 2%.",,,,
"The core inflation expectations for 2024 and 2025 are raised, while the core inflation expectations for 2026 are kept unchanged. Among them, the inflation expectation in 2024 is 2.8% (2.6% expected in March), the core inflation expectation in 2025 is 2.3% (2.2% expected in March), and the core inflation expectation in 2026 remains unchanged at 2%.",,,,
"4. Although this meeting lowered the number of interest rate cuts throughout the year and was generally hawkish, it was basically in line with market expectations. In addition, the previously announced year-on-year and month-on-month growth of the U.S. CPI and core CPI in May were lower than the previous values \u200b\u200band market expectations. Financial markets continued to trade interest rate cut expectations after the meeting. Among them, the Nasdaq and S&P indexes in the United States both hit record highs, the price of gold and the U.S. dollar index both fell rapidly and then rose, and the 10-year U.S. bond yield remained fluctuating around 4.3%.",,,,
"The CME Exchange currently predicts that the probability of the Federal Reserve cutting interest rates in July remains at 8%, while the probability of a September interest rate cut has increased significantly to 63%, and the probability of a November interest rate cut has increased to 76%. We maintain our judgment that the Federal Reserve will cut interest rates for the first time in September and cut interest rates twice this year. If there are rapid changes in employment or inflation data, a single interest rate cut of 25bp or 50bp is possible, and the annual rate cut will be slightly reduced to 50-75bp.",,,,
5. Our judgment on the future price trends of major asset classes is:,,,,
U.S. stocks have hit record highs recently and are expected to remain high and volatile until interest rate cuts are implemented.,,,,
"As the European Central Bank begins to cut interest rates, it is expected that the U.S. dollar index will still maintain strong fluctuations above 105 in the short term, and there is a high probability of returning to the 100-105 range in the medium term.",,,,
"We maintain our judgment that the 10-year U.S. Treasury yield has peaked, and it is difficult to sustain above 4.4%, and it is expected to fluctuate around 4.2% in the short term.",,,,
"The probability of gold prices reaching new highs in the short term is unlikely and is expected to fluctuate around a high of $2,300 per ounce.",,,,
"Recently, the Central Propaganda Department, the Ministry of Culture and Tourism, the State Administration of Cultural Heritage, the Central Organization Department, the Central Organization Office, the National Development and Reform Commission, the Ministry of Education, the Ministry of Science and Technology, the Ministry of Industry and Information Technology, the Ministry of Public Security, the Ministry of Finance, the Human Resources and Social Security Thirteen departments including the Ministry of Education and the State Administration for Market Regulation jointly issued the """"Opinions on Strengthening Scientific and Technological Innovation in Cultural Relics"""" (hereinafter referred to as the """"Opinions""""). The relevant person in charge of the State Administration of Cultural Heritage accepted an exclusive interview with reporters on the relevant situation:",,,,
"Question: What is the background of the """"Opinions""""?",,,,
"Answer: Scientific and technological innovation is the first driving force for the high-quality development of cultural relics undertakings. General Secretary Xi Jinping has repeatedly emphasized the need to use advanced technology to strengthen the protection and research of cultural relics. Since the 18th National Congress of the Communist Party of China, under the strong leadership of the Party Central Committee with Comrade Xi Jinping as the core, cultural relics authorities at all levels have vigorously promoted scientific and technological development in the field of cultural relics, strengthened top-level design and strategic planning, and actively sought support from various national science and technology plans. Cultural relics science and technology The innovation ability and level have been significantly improved, which has effectively promoted the protection, research, management and utilization of cultural relics. However, due to its late start and weak foundation, scientific and technological work in the field of cultural relics still has multiple shortcomings. Compared with the international cultural heritage powers and compared with other fields, the overall level is relatively backward and the scientific and technological innovation capabilities are insufficient, making it difficult to carry out high-level contributions to cultural relics undertakings. Provide effective support for quality development.",,,,
"In order to implement the spirit of the 20th National Congress of the Party and Xi Jinping’s cultural thoughts, implement General Secretary Xi Jinping’s important expositions on cultural relics work and scientific and technological innovation, and give full play to the supporting and leading role of science and technology in the development of cultural relics, on the basis of early in-depth research, we drafted The """"Opinions on Strengthening Scientific and Technological Innovation in Cultural Relics"""" was jointly issued by 13 departments including the Central Propaganda Department after being reviewed and approved by the Central Committee for Deepening Reform. The """"Opinions"""" aim to solve the institutional problems that restrict the innovation of cultural relics science and technology, strengthen the shortcomings of cultural relics science and technology, and support and lead the sustainable development of cultural relics undertakings. It is divided into six parts: overall requirements, optimizing the layout of cultural relics science and technology innovation, building a strong cultural relics science and technology innovation platform, strengthening the cultural relics science and technology innovation talent team, improving the incentive mechanism for cultural relics science and technology innovation, and implementing guarantees.",,,,
"Question: What are the basic principles and main objectives of the """"Opinions""""?",,,,
"Answer: The """"Opinions"""" combine the current status and trends of scientific and technological development in the field of cultural relics and clarify the basic principles of """"highlighting key points, building a solid foundation, people-oriented, and reform and innovation"""". By 2025, focus on building a number of national and regional cultural relics scientific research institutions, forming a scientific research talent echelon with stable scientific research directions and reasonable structures, breaking through a number of key technologies for cultural relics protection and archaeology in key areas, and forming a number of systematic solutions. By 2035, establish a cultural relics science and technology innovation network that is interdisciplinary and cross-industry with effective division of labor and cooperation, build a basic cultural relics science and technology platform system and a shared service mechanism, and form a systematic theory, method and technology of cultural relics science and technology innovation with Chinese characteristics.",,,,
"Question: What are the main contents of the """"Opinions""""?",,,,
"Answer: The """"Opinions"""" adhere to the combination of goal orientation and problem orientation, focus on the implementation of the strategy of rejuvenating the country through science and education, the strategy of strengthening the country with talents, and the strategy of innovation-driven development, focusing on the overall goal of building a culturally powerful country and promoting the high-quality development of cultural relics undertakings, aiming at the effective supply of cultural relics science and technology in china. Problems such as inadequacy, small and scattered cultural relics scientific research institutions, serious shortage of scientific and technological talents, unbalanced allocation of scientific and technological resources, and unsound scientific and technological management systems and mechanisms should be addressed from optimizing the layout of cultural relics scientific and technological innovation, building a strong cultural relics scientific and technological innovation platform, and strengthening the cultural relics scientific and technological innovation talent team. Systematic arrangements were made in four aspects, including improving cultural relics science and technology innovation incentive mechanisms, and a total of 16 measures were put forward.",,,,
Q: What are the specific work arrangements for optimizing the layout of technological innovation?,,,,
"Answer: The """"Opinions"""" focus on the major needs for the protection and utilization of cultural relics, including basic research and applied basic research in the field of cultural relics, key technology research, upgrading of special equipment for cultural relics, deepening research on major archaeological topics, transformation and application of scientific and technological achievements, and standardization construction in the field of cultural relics. Task deployment was carried out. Focus on building a theoretical system for the protection and utilization of cultural relics with Chinese characteristics, strengthen the research and development and system integration of common key technologies, break through a number of key equipment, devices, software systems and special materials, vigorously develop archaeological methods and technologies, and coordinate the implementation of joint research and development of industry, academia, research and application. Construction of experimental platforms for the transformation of scientific and technological achievements, application demonstration and technical training of scientific and technological achievements, and improvement of the interactive support mechanism between science and technology and standardization.",,,,
Question: What are the specific work arrangements for base platform construction?,,,,
"Answer: The """"Opinions"""" give overall consideration to the scientific research capacity building of cultural and museum units at the central level and important cultural relics provinces, focusing on the implementation of the """"Cultural Relics Science and Technology Innovation 2035 Project"""", cultivating and building national key laboratories in archeology, cultural relics protection and other related directions, and strengthening the scientific and technological innovation of the State Administration of Cultural Heritage. Base and workstation capacity building. Give full play to the basic research and innovation advantages of universities and scientific research institutes, and strengthen interdisciplinary and cross-field business contacts and cooperation. Adapt to the characteristics of innovative activities in the era of big science, and accelerate the construction of basic scientific and technological conditions such as cultural relics scientific research specimen libraries, databases, and experimental platforms. Strengthen international scientific and technological exchanges and cooperation, and coordinate the promotion of international academic exchanges, scientific research cooperation, talent training and institutional construction of cultural heritage.",,,,
Q: What are the specific work arrangements for strengthening the talent team?,,,,
"Answer: The """"Opinions"""" coordinate the cultivation and use of talents to strengthen the construction of cultural relics science and technology talent teams. On the one hand, through measures such as building disciplines and majors, expanding enrollment, and improving training mechanisms, we will strengthen the reserve of scientific research talents and focus on the discovery and training of strategic scientists and leading scientific research talents, as well as the construction of innovative teams. For example, continue to implement the """"Support Action for Outstanding Youth in Cultural Relics""""; promote the construction of disciplines related to cultural relics science and technology, and increase the training of cultural relics science and technology talents that intersect liberal arts and science. On the other hand, we should optimize the job structure of cultural relics institutions, solve the problems of insufficient capacity of scientific and technological talents and unreasonable talent structure in the cultural relics industry, and comprehensively improve the scale and quality of cultural relics scientific and technological talents.",,,,
Q: What specific work arrangements are there to improve the incentive mechanism?,,,,
"Answer: The """"Opinions"""" focus on issues such as the backward scientific research management system of cultural and museum units, insufficient scientific and technological rewards and incentives, and insufficient corporate participation in innovation. It focuses on optimizing and improving the scientific research management regulations of cultural and museum units, implementing scientific and technological innovation incentive and reward policies, and improving corporate technological innovation incentive mechanisms. In terms of promoting the implementation of relevant scientific and technological innovation policies in the cultural relics industry. For example, cultural and museum units that undertake national-level scientific research tasks enjoy the same policies as scientific research institutions in terms of management and use of scientific research funds and scientific research personnel going abroad on official business; some pilot research-based cultural and museum units enjoy cash reward policies for the transformation of scientific and technological achievements.",,,,
"Main data: From January to September 2023, the national general public budget revenue was 16.67 trillion yuan, with a cumulative year-on-year growth rate of 8.9% (previous value: 10%), but the actual year-on-year growth rate after excluding the factor of retained tax refunds was -2.5% ( Previous value: -2.5%). General public budget expenditures totaled 19.78 trillion yuan, with a cumulative year-on-year growth rate of 3.9% (previous value: 3.8%). From January to September, the national government fund budget revenue totaled 3.39 trillion yuan, with a cumulative year-on-year growth rate of -15.0% (previous value: -15.0%), and government fund budget expenditures totaled 572 million yuan, with a cumulative year-on-year growth rate of -21.7 % (previous value: -21.7%).",,,,
"1. The general public budget revenue and expenditure progress has improved, and fiscal expenditures have increased significantly, mainly due to the rebound in the growth rate of infrastructure-related expenditures. General public budget revenue in September recorded 1.4 trillion yuan, an increase of 245.5 billion yuan from the previous month. The year-on-year growth rate was -1.26%, an increase of 3.3 percentage points from the previous month. The revenue side has stabilized and rebounded. The full-year revenue completion progress is 75%. Although Slightly lower than the average over the past five years, but 72% higher than the same period last year. General public budget expenditures were 2.6 trillion yuan, an increase of 675.6 billion yuan from the previous month. The expenditure side continued to exert strength. In September, fiscal expenditure intensity was 118.7%, higher than the average of 112% over the past five years. Among them, the growth rate of infrastructure-related transportation and agriculture, forestry and water affairs expenditures increased significantly, driving the cumulative growth rate of infrastructure expenditures throughout the year to increase by 1.4 percentage points, playing an important supporting role in the recovery of demand in the third quarter.",,,,
"2. The rebound in the growth rate of multiple tax revenues confirms the current economic recovery trajectory, that is, demand recovery takes the lead and gradually leads to production recovery. The economy grew faster than expected in the third quarter, mainly reflected in the recovery of the demand side, which was confirmed by the tax data in September. Among them, the consumption tax increased significantly by 31 percentage points year-on-year that month, the corporate income tax increased by 20 percentage points from negative to positive, and the vehicle purchase tax continued to increase at a high rate, all of which reflected a sharp rebound from household consumption to corporate profits. Driven by the rebound in demand, the year-on-year growth rate of enterprise value-added tax, which reflects the production and processing links, increased slightly by 0.13 percentage points. It shows that driven by demand, corporate production is also showing signs of speeding up, which cross-confirms the current economic recovery with certainty with September\'s PPI and inventory data.",,,,
"3. As the issuance of special bonds accelerated, the growth rate of broad fiscal revenue and expenditure deviated significantly, and the land market showed signs of stabilization. The National People\'s Congress meeting in August significantly accelerated the issuance and use of special bonds. In September, government fund expenditures were 915 billion yuan, a year-on-year growth of 26.14%, while the revenue side was only 470.9 billion yuan, a year-on-year decrease of 20.44%. It was still mainly driven by land revenue. Impact. The cumulative revenue from land sales from January to September was 3.85 trillion yuan, a decrease of 28.3% compared with the same period last year. Judging from high-frequency data, real estate sales and new construction starts have stabilized. In terms of the land market, the absolute values \u200b\u200bof land value-added tax, urban land use tax and cultivated land occupation tax have all rebounded. However, we believe that even if the primary land market stops falling and stabilizes, it will be difficult to rebound significantly in the short term. There is a high probability that government fund revenue will not be collected this year. Without considering the transfer of funds at the end of the year, we estimate that the completion of government funds throughout the year The progress is about 85%, and the corresponding outstanding amount is about 1.1 trillion.",,,,
"4. The """"trillion in national debt"""" and """"advance release"""" extension policies will provide strong support for fiscal expenditures in the fourth quarter and next year. On October 24, the National People\'s Congress approved the addition of one trillion yuan in national debt, and also approved the extension of the mechanism for early release of local government debt quotas to 2027. Among them, the newly added national debt can just make up for part of the decline in government fund revenue this year. Taking into account the redundancy left in the budget formulation at the beginning of the year, against the backdrop of fiscal intensification in the fourth quarter, the annual economic growth rate is higher than the established target of 5%. becomes a high probability event. At the same time, the early release of local debt quotas and the 500 billion yuan of new debt quotas reserved for next year can better connect the policies between the fourth quarter and the first quarter of next year, and maintain the continuous strengthening of policies to better support the economy. Expected continued improvement.",,,,
Confidence in economic prospects remains stable,,,,
"According to Bloomberg\'s latest macro medium and long-term outlook POLL (68 institutions responded effectively from June 17 to June 24), compared with the previous period, the median GDP growth forecast for the next 4Q showed """"flat, rising, flat"""" , decrease”, the change amplitude is only 0.1 regardless of the increase or decrease. Compared with last month\'s expectations, the change in the median annual economic growth forecast for 2024-2026 shows an """"rising-flat-flat"""" pattern, indicating that the market\'s overall confidence in the economic outlook is stable and warm. Market expectations for a stable economy in the medium and long term have not changed, and short-term recovery is still the mainstream market view. Judging from the expectations of economic growth drivers, the median market expectations for the future 4Q consumption growth are mixed, with short-term declines; judging from the expected median changes in the investment growth rate, the first economic growth driver, the expected median values \u200b\u200bfor the future 4Q are all higher than The decline in the previous period indicates that the market\'s overall confidence in short-term economic development has declined; foreign trade expectations are overall on the warmer side. Judging from the change in the median growth forecast of the """"troika"""", we believe that the market consensus that the economy is stable and moderately warm remains unchanged.",,,,
"Inflation expectations pick up, currency expectations remain stable",,,,
"Judging from the median change in price market expectations, the easing of deflation and the continuation of the """"scissors gap"""" between industrial products and consumer goods are still the mainstream market views: Compared with the previous month, the market\'s median expectations for the CPI growth rate in the future 4Q this month are mixed. , the expectation of an upward trend remains unchanged; the expected changes in PPI are also basically consistent. The expected median changes for this month in the next 4Q will be """"fall, fall, flat, rise"""". The market believes that the shrinkage of industrial product prices will be delayed until 1Q. We still believe that as China\'s economy continues to """"hover at the bottom"""", China\'s inflation will continue to be sluggish, and PPI will continue to shrink for 2-3 quarters; China\'s continued price slump is not deflation in the traditional economic cycle sense, but transformation It is a unique phenomenon under the changes in industrial structure during the period and is a statistical phenomenon brought about by the base effect under stable price trends. Market expectations for the monetary environment (monetary growth, RRR, policy interest rates) are generally stable, with the interest rate curve remaining unchanged. Stable market interest rates have become the mainstream market expectation for the current period, indicating that the market\'s expectations for stable and loose monetary policy remain unchanged.",,,,
Economic confidence is stable and the market remains stable,,,,
"Regarding the probability that China\'s economy will fall into recession within the next 12 months, 12 economists gave a median estimate of 13%. Compared with previous expectations, the market\'s confidence in the economic outlook remains unchanged. Regarding expectations for changes in the monetary policy environment, expectations for interest rate cuts and reserve requirement ratio cuts in 2024H2 still exist. The market interest rate curve is highly expected to be stable, which means that the capital market valuation center will remain stable.",,,,
"Taken together, interest rate expectations, which have an important impact on the valuation center of the capital market, have stabilized. We believe that with the recovery of market confidence brought about by the stabilization and recovery of the economy, and the stabilization of market interest rates due to the continuation of stable monetary easing, China The capital market will usher in a trend of stabilization and recovery amid fluctuations.",,,,
"Conflicts between Russia and Ukraine and the Middle East have expanded, and the international financial situation has changed; China\'s inflation has risen beyond expectations, and China\'s monetary policy has changed beyond expectations.",,,,
"Expert Interpretation One | In-depth implementation of special actions for energy conservation and carbon reduction to promote green, low-carbon and high-quality development of the steel industry Release time: 2024/06/07 Source: Department of Environmental Protection [Print] The steel industry is an important basic industry for the national economy and an important step in building modernization important support for a powerful country. Recently, the National Development and Reform Commission, the Ministry of Industry and Information Technology, the Ministry of Ecology and Environment, the State Administration for Market Regulation, the National Energy Administration and other departments jointly issued the """"Special Action Plan for Energy Saving and Carbon Reduction in the Steel Industry"""" (Fagaihuangzi [2024] No. 730, hereafter (referred to as the """"Action Plan""""), which clarifies the main goals, key tasks and safeguard measures for energy conservation and carbon reduction in the steel industry. It is of great significance to support the completion of the binding indicators for reducing energy consumption intensity during the """"14th Five-Year Plan"""" and promote the green, low-carbon and high-quality development of the industry.. 1. Deeply understand the importance of implementing special actions for energy conservation and carbon reduction in the steel industry (1) Promoting energy conservation and carbon reduction in the steel industry is an important starting point for developing new productivity. General Secretary Xi Jinping emphasized that green development is the foundation of high-quality development, and new productive forces themselves are green productive forces.. Actively promote energy conservation and carbon reduction actions in the steel industry, promote energy conservation and carbon reduction transformation in the steel industry, and update and upgrade energy-using equipment, which will help accelerate the optimization and adjustment of the product structure, energy structure, and raw material structure and process reengineering of the steel industry, and promote the high-end, intelligent industry and greening to enhance the global competitiveness of my country’s steel industry. (2) Promoting energy conservation and carbon reduction in the steel industry is an important way to actively and steadily promote carbon peak and carbon neutrality. The main paths for low-carbon development in the steel industry include system energy efficiency improvement, resource recycling, process optimization and innovation, etc. System energy efficiency improvement is currently the most important, economical and direct means to effectively reduce carbon dioxide emissions.. Actively promoting energy conservation and carbon reduction actions in the steel industry can effectively improve the energy utilization efficiency of the industry, reduce carbon dioxide emission levels, promote the optimization of energy consumption structure and green and low-carbon development, and lay a solid foundation for the industrial field and the whole society to achieve carbon peak and carbon neutrality.. (3) Promoting energy conservation and carbon reduction in the steel industry is an important support for completing the energy conservation and carbon reduction goals of the “14th Five-Year Plan”. my country is a major steel producer and consumer, and the steel industry is a key industry in my country's energy consumption and carbon dioxide emissions.. In 2023, the total energy consumption of my country's steel industry will account for more than 11% of the country's total energy consumption. There are still about 15% of crude steel production capacity whose energy efficiency does not reach the benchmark level.. Actively promoting energy conservation and carbon reduction actions in the steel industry, ensuring the entry points for new projects, and implementing energy conservation and carbon reduction transformation of existing projects are of great significance to support the completion of the energy conservation and carbon reduction goals of the """"14th Five-Year Plan"""". 2. Systematically deploy key tasks for energy conservation and carbon reduction in the steel industry. In order to accelerate energy conservation and carbon reduction in the steel industry, the Action Plan proposes seven key tasks.. First, strengthen production capacity regulation and output management. Focusing on deepening the supply-side structural reform as the main line, we put forward specific requirements for improving steel production capacity regulation and output management.. Crude steel output regulation will continue to be implemented in 2024. By the end of 2025, the proportion of production capacity above the industry's energy efficiency benchmark level will reach 30%, and the production capacity below the energy efficiency benchmark level will complete the target tasks of technological transformation or elimination.. The second is to strengthen the source control of new projects. Strengthen the energy-saving review and environmental assessment approval of fixed asset investment projects, comprehensively improve the energy efficiency and environmental protection level of new construction, reconstruction and expansion projects, and resolutely suspend the approval and construction of steel projects that do not meet the requirements.. The third is to accelerate energy-saving and carbon-reducing transformation and upgrading. Refine the implementation path for energy-saving and carbon-reducing transformation and energy-using equipment updates in the steel industry, strengthen the connection between key process transformations, promote advanced technologies such as sintering flue gas circulation, large-scale pellet smelting, and special equipment such as belt roasters and universal rolling mills, and accelerate Renovation and upgrade of general equipment such as motors, boilers, and oxygen generators. The fourth is to strengthen the utilization of residual energy in the entire process. Strengthen the transformation of waste energy utilization in the industry, carry out the update of waste energy self-power generation equipment in an orderly manner, actively promote high-efficiency utilization technologies such as ultra-high temperature and ultra-high pressure power generation, and accelerate the application of high-temperature and high-pressure dry quenching.. The fifth is to optimize the production process. Accelerate the increase in the proportion of short-process electric furnace steelmaking, and propose a quantitative goal of reaching 300 million tons of scrap steel utilization by the end of 2025 and striving to increase the proportion of electric furnace steel production to crude steel production to 15%.. Sixth, promote a new model of low-carbon steel smelting. Accelerate the research, development, promotion and application of hydrogen-based direct reduction, hydrogen-rich smelting reduction and other technologies, and continuously increase the proportion of new energy development and utilization in steel smelting. Strengthen industry coupling and improve efficiency, support the use of steel by-product gas to produce high value-added chemical products, and accelerate the application of coke oven gas hydrogen production and liquefied natural gas technology. Seventh, improve the level of digital management. Strengthen the monitoring, analysis and management of energy consumption and carbon emission data in the steel production process, strengthen the intelligent control of energy-using equipment and production processes, and clarify the goal of reaching about 80% of the numerical control rate of key processes in the steel industry by the end of 2025. At the same time, the """"Action Plan"""" further strengthens policy funding and other safeguard measures to help the green, low-carbon and high-quality development of the steel industry. First, strengthen incentives and constraints. Based on energy efficiency levels and environmental protection performance, differentiated incentive and restraint mechanisms such as output regulation, transformation and upgrading, and stepped electricity prices will be implemented for enterprises in a hierarchical and classified manner.. The second is to increase financial support. Comprehensive use of government investment, tax incentives, green finance, transformation finance and other means to increase support for energy-saving and carbon-reducing transformation and energy-using equipment renewal projects in the steel industry. The third is to promote the improvement of standards. Accelerate the revision of relevant energy consumption limit standards, promote the formulation of carbon emission accounting, low-carbon process technology and other standards, formulate and revise recommended standards such as energy efficiency benchmarking guidelines for key processes and energy efficiency benchmark assessment specifications, and effectively use standards as a guide to promote energy conservation and carbon reduction in the industry.. The fourth is to accelerate technological innovation. Improve the insurance policy for the first (set) of major technical equipment and the first application of key new materials, and support enterprises to increase investment in research and development of advanced process equipment and other equipment.. Encourage industry associations to regularly collect and publish relevant technology lists, and accelerate the promotion and application of advanced energy-saving and carbon-reducing technologies.. 3. Effectively strengthen the organization and implementation of energy conservation and carbon reduction work in the steel industry. In order to promote the organization and implementation of all regions and relevant parties and ensure the implementation of various key tasks, the """"Action Plan"""" provides for strengthening organizational leadership, accelerating project implementation, and strict supervision and management. , strengthen publicity and guidance, and put forward work requirements. First, strengthen organization and leadership. All regions are required to refine work measures, decompose tasks, and consolidate responsibilities based on actual conditions.. Give full play to the role of industry associations and research institutions to strengthen service guidance for steel companies. The second is to speed up project implementation. All provincial energy conservation authorities are required to carry out in-depth energy efficiency diagnosis in the steel industry, strengthen the reserve of energy-saving and carbon-reducing transformation and energy-using equipment update projects, formulate transformation plans and clarify the transformation time limit, and achieve actual energy-saving and carbon-reducing effects as soon as possible. The third is strict supervision and management. Energy conservation authorities and industry and information technology authorities at all levels are required to increase the supervision and management of energy conservation in the steel industry, urge project construction units to strictly implement the energy conservation review system, and seriously deal with illegal new production capacity and ineffective elimination of outdated production capacity.. The fourth is to strengthen publicity and guidance. Relying on important platforms such as National Ecology Day and National Energy Saving Publicity Week, we will increase the publicity of advanced experience in energy conservation and carbon reduction in the steel industry.. Give full play to the leading role of state-owned enterprises and leading enterprises, actively carry out voluntary commitments and practices on energy conservation and carbon reduction, and create a good atmosphere for green, low-carbon and high-quality development. (Author: Feng Chao\xa0Deputy Secretary-General of China Iron and Steel Industry Association) Attachment:",,,,
